SAMPLE;SPECIES_NAME_PRINT;FAMILY;SUBFAMILY;SUPERTRIBE;TRIBE;GENUS;SPECIES;DATASET;powo_identifier;gbif_identifier;WCVP_continent;WCVP_geographic_area;WCVP_lifeform_description;WCVP_climate_description;GROWTH_FORM;SOCIETAL_USE;COMMON_NAME;DUTCH_NAME;GENUS_TYPE
8000070;Afroguatteria bequaertii;Annonaceae;Annonoideae;Uvarieae;Uvarieae;Afroguatteria;Afroguatteria bequaertii;(De Wild.) Boutique;2000ABS-2;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
8008999;Afroguatteria discostigma;Annonaceae;Annonoideae;Uvarieae;Uvarieae;Afroguatteria;Afroguatteria discostigma;(Diels) X. Guo & R. M. K. Saunders;2000ABS-3;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
8009952;Afroguatteria globosa;Annonaceae;Annonoideae;Uvarieae;Uvarieae;Afroguatteria;Afroguatteria globosa;Paiva;2000ABS-4;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
CRNC;Alphonsea annulata;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea annulata;Leerat. & Chalermglin;2000ABS-5;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
ERR2789774;Alphonsea boniana;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea boniana;Finet & Gagnep.;2000ABS-6;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
ERR4210213;Alphonsea borneensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea borneensis;I. M. Turner;2000ABS-7;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
HYZL;Alphonsea curtisii;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea curtisii;King;2000ABS-8;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
MYZV;Alphonsea cylindrica;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea cylindrica;King;2000ABS-9;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_005410;Alphonsea elliptica;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea elliptica;Hook. f. & Thomson;2000ABS-10;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_005411;Alphonsea gaudichaudiana;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea gaudichaudiana;(Baill.) Finet & Gagnep.;2000ABS-11;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_008053;Alphonsea glandulosa;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea glandulosa;Y.H. Tan & B. Xue;2000ABS-12;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_014331;Alphonsea hainanensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea hainanensis;Merr. & Chun;2000ABS-13;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_019361;Alphonsea havilandii;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea havilandii;Keßler;2000ABS-14;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_019459;Alphonsea hortensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea hortensis;H. Huber;2000ABS-15;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023477;Alphonsea isthmicola;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea isthmicola;I.M.Turner & Utteridge;2000ABS-16;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023503;Alphonsea javanica;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea javanica;Scheff.;2000ABS-17;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023511;Alphonsea johorensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea johorensis;J. Sinclair;2000ABS-18;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023513;Alphonsea keithii;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea keithii;Ridl.;2000ABS-19;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023515;Alphonsea kinabaluensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea kinabaluensis;J. Sinclair;2000ABS-20;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
PAFTOL_023519;Alphonsea kingii;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea kingii;J. Sinclair;2000ABS-21;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S_670;Alphonsea longicarpa;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea longicarpa;Leerat. & Chalermglin;2000ABS-22;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0055;Alphonsea lucida;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea lucida;King;2000ABS-23;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0156;Alphonsea lutea;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea lutea;(Roxb.) Hook. f. & Thomson;2000ABS-24;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0196;Alphonsea maingayi;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea maingayi;Hook. f. & Thomson;2000ABS-25;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0268;Alphonsea malayana;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea malayana;Keßler;2000ABS-26;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0275;Alphonsea mollis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea mollis;Dunn;2000ABS-27;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0277;Alphonsea monogyna;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea monogyna;Merr. & Chun;2000ABS-28;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0278;Alphonsea orthopetala;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea orthopetala;H. Okada;2000ABS-29;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0279;Alphonsea pallida;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea pallida;Craib;2000ABS-30;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0280;Alphonsea philastreana;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea philastreana;(Pierre) Finet & Gagnep.;2000ABS-31;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0281;Alphonsea phuwuaensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea phuwuaensis;Leerat. & Chalermglin;2000ABS-32;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0282;Alphonsea rugosa;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea rugosa;I. M. Turner & Utteridge;2000ABS-33;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0283;Alphonsea siamensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea siamensis;Keßler;2000ABS-34;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0284;Alphonsea sonlaensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea sonlaensis;Bân;2000ABS-35;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0285;Alphonsea tonquinensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea tonquinensis;Aug. DC.;2000ABS-36;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0286;Alphonsea tsangyuanensis;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea tsangyuanensis;P. T. Li;2000ABS-37;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0288;Alphonsea ventricosa;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea ventricosa;(Roxb.) Hook. f. & Thomson;2000ABS-38;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0289;Alphonsea zeylanica;Annonaceae;Malmeoideae;Miliuseae;Miliuseae;Alphonsea;Alphonsea zeylanica;Hook. f. & Thomson;2000ABS-39;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0292;Ambavia capuronii;Annonaceae;Ambavioideae;Tetramerantheae;Tetramerantheae;Ambavia;Ambavia capuronii;(Cavaco & Keraudren) Le Thomas;2000ABS-40;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S0293;Ambavia gerrardii;Annonaceae;Ambavioideae;Tetramerantheae;Tetramerantheae;Ambavia;Ambavia gerrardii;(Baill.) Le Thomas;2000ABS-41;100002;Madagascar - Indian Islands;Madagascar - Indian Islands;NA;subtropical;NA;NA;NA;NA;NA
S0294;Anaxagorea acuminata;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea acuminata;(Dunal) A. DC.;2000ABS-42;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0297;Anaxagorea allenii;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea allenii;R. E. Fr.;2000ABS-43;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0298;Anaxagorea angustifolia;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea angustifolia;Timmerman;2000ABS-44;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0299;Anaxagorea borneensis;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea borneensis;(Becc.) J. Sinclair;2000ABS-45;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0300;Anaxagorea brachycarpa;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea brachycarpa;R. E. Fr.;2000ABS-46;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0301;Anaxagorea brevipedicellata;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea brevipedicellata;Timmerman;2000ABS-47;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0303;Anaxagorea brevipes;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea brevipes;Benth.;2000ABS-48;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0305;Anaxagorea crassipetala;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea crassipetala;Hemsl.;2000ABS-49;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0306;Anaxagorea dolichocarpa;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea dolichocarpa;Sprague & Sandwith;2000ABS-50;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0308;Anaxagorea floribunda;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea floribunda;Timmerman;2000ABS-51;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0312;Anaxagorea gigantophylla;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea gigantophylla;R. E. Fr.;2000ABS-52;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0315;Anaxagorea guatemalensis;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea guatemalensis;Standl.;2000ABS-53;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0316;Anaxagorea inundata;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea inundata;P. E. Berry & R. B. Miller;2000ABS-54;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0317;Anaxagorea javanica;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea javanica;Blume;2000ABS-55;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0320;Anaxagorea luzonensis;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea luzonensis;A. Gray;2000ABS-56;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0322;Anaxagorea macrantha;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea macrantha;R. E. Fr.;2000ABS-57;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0323;Anaxagorea manausensis;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea manausensis;Timmerman;2000ABS-58;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0326;Anaxagorea pachypetala;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea pachypetala;(Diels) R. E. Fr.;2000ABS-59;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0327;Anaxagorea panamensis;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea panamensis;Standl.;2000ABS-60;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0329;Anaxagorea petiolata;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea petiolata;R. E. Fr.;2000ABS-61;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0331;Anaxagorea phaeocarpa;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea phaeocarpa;Mart.;2000ABS-62;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0335;Anaxagorea prinoides;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea prinoides;(Dunal) A. DC.;2000ABS-63;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0345;Anaxagorea radiata;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea radiata;C. B. Rob.;2000ABS-64;100002;South East Asia;South East Asia;NA;subtropical;NA;NA;NA;NA;NA
S0346;Anaxagorea rheophytica;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea rheophytica;Maas & Westra;2000ABS-65;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0355;Anaxagorea rufa;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea rufa;Timmerman;2000ABS-66;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0371;Anaxagorea silvatica;Annonaceae;Anaxagoreoideae;;;Anaxagorea;Anaxagorea silvatica;R. E. Fr.;2000ABS-67;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0373;Annickia affinis;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia affinis;(Exell) Versteegh & Sosef;2000ABS-68;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0376;Annickia ambigua;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia ambigua;(Robyns & Ghesq.) Setten & Maas;2000ABS-69;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0377;Annickia chlorantha;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia chlorantha;(Oliv.) Setten & Maas;2000ABS-70;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0380;Annickia kummerae;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia kummerae;(Engl. & Diels) Setten & Maas;2000ABS-71;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0381;Annickia lebrunii;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia lebrunii;(Robyns & Ghesq.) Setten & Maas;2000ABS-72;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0383;Annickia letestui;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia letestui;(Le Thomas) Setten & Maas;2000ABS-73;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0384;Annickia pilosa;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia pilosa;(Exell) Setten & Maas;2000ABS-74;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0385;Annickia polycarpa;Annonaceae;Malmeoideae;Annickieae;Annickieae;Annickia;Annickia polycarpa;(DC.) Setten & Maas;2000ABS-75;100002;Africa - Continental;Africa - Continental;NA;subtropical;NA;NA;NA;NA;NA
S0400;Annona aberrans;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona aberrans;Maas & Junikka;2000ABS-76;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0403;Annona acuminata;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona acuminata;Saff.;2000ABS-77;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0405;Annona acutiflora;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona acutiflora;Mart.;2000ABS-78;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0407;Annona amazonica;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona amazonica;R. E. Fr.;2000ABS-79;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0412;Annona ambotay;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona ambotay;Aubl.;2000ABS-80;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0416;Annona andicola;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona andicola;(Maas & Westra) H. Rainer;2000ABS-81;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0417;Annona angustifolia;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona angustifolia;Huber;2000ABS-82;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0419;Annona annonoides;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona annonoides;(R. E. Fr.) Maas & Westra;2000ABS-83;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0420;Annona asplundiana;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona asplundiana;R. E. Fr.;2000ABS-84;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0421;Annona atabapensis;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona atabapensis;Kunth;2000ABS-85;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0424;Annona aurantiaca;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona aurantiaca;Barb. Rodr.;2000ABS-86;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0427;Annona bahiensis;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona bahiensis;(Maas & Westra) H. Rainer;2000ABS-87;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0428;Annona bicolor;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona bicolor;Urb.;2000ABS-88;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0430;Annona billbergii;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona billbergii;R. E. Fr.;2000ABS-89;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0435;Annona boliviana;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona boliviana;(R. E. Fr.) H. Rainer;2000ABS-90;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0436;Annona bullata;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona bullata;A. Rich.;2000ABS-91;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0450;Annona burchellii;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona burchellii;R. E. Fr.;2000ABS-92;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0464;Annona cacans;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona cacans;Warm.;2000ABS-93;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0478;Annona caesia;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona caesia;G. E. Schatz, C. Ramos & O. Ortiz;2000ABS-94;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0509;Annona calcarata;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona calcarata;(R. E. Fr.) H. Rainer;2000ABS-95;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0512;Annona calophylla;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona calophylla;R. E. Fr.;2000ABS-96;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0521;Annona campestris;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona campestris;R. E. Fr.;2000ABS-97;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0547;Annona caputmedusae;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona caputmedusae;Westra & H.Rainer;2000ABS-98;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0552;Annona cascarilloides;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona cascarilloides;C. Wright ex Griseb.;2000ABS-99;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
S0555;Annona centrantha;Annonaceae;Annonoideae;Annoneae;Annoneae;Annona;Annona centrantha;(R. E. Fr.) H. Rainer;2000ABS-100;100002;South/Central America;South/Central America;NA;subtropical;NA;NA;NA;NA;NA
